epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/Animal,val/AP/Boat/ship,val/AP/Buoy,val/AP/Float,val/AP/Other,val/AP/Paddle board,val/AP/Row boats,val/AP/Swimmer,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
2,296,3897.14306640625,3896.5205078125,3897.11328125,3893.0126953125,12.828207969665527,6.049128532409668,0.018413197249174118,0.018937060609459877,0.018511317670345306,0.02312420681118965,0.7538102269172668,0.7956482172012329,0.7593138217926025,0.7973862290382385,0.3111814558506012,0.3143276572227478,0.31140586733818054,0.33710455894470215,,,,,,,,,,,,,,,,,,,,,,
3,299,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
3,349,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
3,395,,,,,,,,,,,,,,,,,,,,,,0.27426254749298096,0.5346555113792419,0.2521929442882538,0.002730800537392497,0.09463978558778763,0.5510453581809998,0.36859139800071716,0.36063310503959656,0.47018587589263916,0.48021751642227173,0.31043171882629395,0.5625066161155701,5.3496809005737305,0.4743020534515381,0.304843932390213,0.3056301474571228,0.5710680484771729,0.622703492641449,0.4158783257007599
3,395,3897.1767578125,3896.453369140625,3897.141357421875,3893.724365234375,11.176630020141602,5.9344987869262695,0.01755652204155922,0.018125511705875397,0.017828164622187614,0.022681565955281258,0.7371091842651367,0.7793005704879761,0.7429704666137695,0.7796639204025269,0.30649587512016296,0.3098895251750946,0.3074849545955658,0.33337703347206116,,,,,,,,,,,,,,,,,,,,,,
4,399,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
4,449,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
4,494,,,,,,,,,,,,,,,,,,,,,,0.2188136726617813,0.5244922041893005,0.2411382645368576,0.00301165203563869,0.10266415029764175,0.5474720597267151,0.4018256664276123,0.34663596749305725,0.47369810938835144,0.47855401039123535,0.30959847569465637,0.5607637166976929,5.3988566398620605,0.47818106412887573,0.29825669527053833,0.29758018255233765,0.559144914150238,0.48840659856796265,0.4906570017337799
4,494,3897.15478515625,3896.515869140625,3897.128173828125,3894.048583984375,10.9461669921875,5.8168840408325195,0.016636384651064873,0.017052698880434036,0.016833597794175148,0.021239476278424263,0.7246471643447876,0.7687573432922363,0.7309354543685913,0.7699952721595764,0.30068886280059814,0.3031339943408966,0.3015148341655731,0.3265308439731598,,,,,,,,,,,,,,,,,,,,,,
5,499,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
5,549,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
5,593,,,,,,,,,,,,,,,,,,,,,,0.17284062504768372,0.5332399606704712,0.2374737411737442,0.016324596479535103,0.13267560303211212,0.5499585270881653,0.42773908376693726,0.3470287024974823,0.48530852794647217,0.4870850741863251,0.31582075357437134,0.5634928345680237,5.360236167907715,0.48557552695274353,0.3021601140499115,0.3085794150829315,0.5666823387145996,0.5470501780509949,0.46558764576911926
5,593,3897.158447265625,3896.647705078125,3897.11181640625,3894.671630859375,9.946626663208008,5.693915367126465,0.016097260639071465,0.01650451123714447,0.01621132902801037,0.020680831745266914,0.7083994746208191,0.7522122859954834,0.7136812210083008,0.7578316330909729,0.29467275738716125,0.29701143503189087,0.29523956775665283,0.32023727893829346,,,,,,,,,,,,,,,,,,,,,,
6,599,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
6,649,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
6,692,,,,,,,,,,,,,,,,,,,,,,0.26434290409088135,0.5362889170646667,0.26661309599876404,0.00974338036030531,0.1334913969039917,0.5912485718727112,0.4079064428806305,0.32933518290519714,0.48691898584365845,0.4973298907279968,0.3174894452095032,0.5591413378715515,5.297135353088379,0.4961456060409546,0.3173712491989136,0.3234635591506958,0.5910896062850952,0.5708262920379639,0.4526785910129547
6,692,3897.111328125,3896.81396484375,3897.103271484375,3895.166259765625,9.437532424926758,5.681878566741943,0.01647968776524067,0.01686028577387333,0.016622144728899002,0.02124309353530407,0.7027314901351929,0.7483152151107788,0.7088718414306641,0.7523663640022278,0.2939999997615814,0.2966366410255432,0.2948073446750641,0.32133856415748596,,,,,,,,,,,,,,,,,,,,,,
7,699,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
7,749,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
7,791,,,,,,,,,,,,,,,,,,,,,,0.22398346662521362,0.5375298261642456,0.24990399181842804,0.005190032068639994,0.1300964653491974,0.5969909429550171,0.39667609333992004,0.3446494936943054,0.4936458468437195,0.5028285980224609,0.32078492641448975,0.5583025813102722,5.280426979064941,0.4956706762313843,0.3106275498867035,0.29040253162384033,0.538115918636322,0.6002575755119324,0.44387245178222656
7,791,3897.1337890625,3896.910400390625,3897.15380859375,3895.285888671875,8.899113655090332,5.6055803298950195,0.01608503982424736,0.01654527708888054,0.01620064303278923,0.020705625414848328,0.697638213634491,0.7361321449279785,0.703218400478363,0.7436494827270508,0.28937479853630066,0.2926517724990845,0.29042503237724304,0.31617775559425354,,,,,,,,,,,,,,,,,,,,,,
8,799,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
8,849,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
8,890,,,,,,,,,,,,,,,,,,,,,,0.24834854900836945,0.5364117622375488,0.2585524618625641,0.017706340178847313,0.14133574068546295,0.5828476548194885,0.41406992077827454,0.33059147000312805,0.4945763647556305,0.5085542798042297,0.32779818773269653,0.5688254833221436,5.261684894561768,0.4950811266899109,0.31623297929763794,0.3286726176738739,0.6000828742980957,0.5829946994781494,0.45866307616233826
8,890,3897.095947265625,3897.001953125,3897.084716796875,3894.8525390625,8.791752815246582,5.5859246253967285,0.016271932050585747,0.01675555855035782,0.016408948227763176,0.020992394536733627,0.690117359161377,0.7362517714500427,0.6972758173942566,0.7405795454978943,0.2889593541622162,0.2917325794696808,0.2897666096687317,0.3143184185028076,,,,,,,,,,,,,,,,,,,,,,
9,899,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
9,949,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
9,989,,,,,,,,,,,,,,,,,,,,,,0.19892218708992004,0.524858295917511,0.26413193345069885,0.012000277638435364,0.12667250633239746,0.5769122242927551,0.4232952296733856,0.39911749958992004,0.503375232219696,0.5163097977638245,0.3312973082065582,0.5706467032432556,5.244603157043457,0.4977787137031555,0.3157387673854828,0.33045700192451477,0.5858592987060547,0.6463070511817932,0.44503089785575867
9,989,3897.11181640625,3896.699462890625,3897.099853515625,3894.97021484375,8.111654281616211,5.523041248321533,0.01563669741153717,0.015988515689969063,0.015835147351026535,0.020390082150697708,0.6832122206687927,0.7279557585716248,0.688834547996521,0.735202968120575,0.28561773896217346,0.2878519296646118,0.2869253158569336,0.3138958811759949,,,,,,,,,,,,,,,,,,,,,,
10,999,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
10,1049,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
10,1088,,,,,,,,,,,,,,,,,,,,,,0.194214329123497,0.5222635269165039,0.24703934788703918,0.030940594151616096,0.10370871424674988,0.5885454416275024,0.38506829738616943,0.36605992913246155,0.49952220916748047,0.5220749378204346,0.33075135946273804,0.5978503823280334,5.256804943084717,0.49730369448661804,0.30473002791404724,0.3089849650859833,0.5378667712211609,0.6138849258422852,0.439274400472641
10,1088,3897.17138671875,3896.84033203125,3897.1669921875,3894.948486328125,7.877687454223633,5.4910359382629395,0.015800248831510544,0.016208451241254807,0.01598425768315792,0.020556220784783363,0.6734997034072876,0.7167314291000366,0.6791644096374512,0.722295343875885,0.2869567573070526,0.2898710072040558,0.2882024645805359,0.3132690489292145,,,,,,,,,,,,,,,,,,,,,,
11,1099,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
11,1149,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
11,1187,,,,,,,,,,,,,,,,,,,,,,0.26025110483169556,0.5294492840766907,0.26433470845222473,0.032286714762449265,0.15147821605205536,0.5830669403076172,0.42233821749687195,0.394935667514801,0.5092881321907043,0.5183804631233215,0.33574914932250977,0.6033223271369934,5.2329487800598145,0.5136404037475586,0.3297676146030426,0.35630229115486145,0.5642734169960022,0.6358765363693237,0.44663184881210327
11,1187,3897.102783203125,3896.92431640625,3897.10791015625,3895.326416015625,7.604073524475098,5.461555480957031,0.015371584333479404,0.015733810141682625,0.01550734881311655,0.01985185034573078,0.673590362071991,0.7125536799430847,0.6787088513374329,0.7194050550460815,0.28573212027549744,0.2880731523036957,0.28618934750556946,0.3124934136867523,,,,,,,,,,,,,,,,,,,,,,
12,1199,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
12,1249,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
12,1286,,,,,,,,,,,,,,,,,,,,,,0.2494993507862091,0.5332344174385071,0.2398739755153656,0.14950494468212128,0.13725794851779938,0.6081005334854126,0.46629637479782104,0.3944990336894989,0.49594512581825256,0.5216930508613586,0.3403773307800293,0.5713899731636047,5.208127498626709,0.5174775123596191,0.34728333353996277,0.3727206587791443,0.5655449628829956,0.6031556129455566,0.45613110065460205
12,1286,3897.15771484375,3896.896484375,3897.147705078125,3895.583740234375,7.5750603675842285,5.429325580596924,0.014878697693347931,0.015431256033480167,0.015091393142938614,0.019355662167072296,0.6696491241455078,0.7098867893218994,0.6757432818412781,0.7163870334625244,0.28379613161087036,0.28766679763793945,0.2852112650871277,0.31026211380958557,,,,,,,,,,,,,,,,,,,,,,
13,1299,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
13,1349,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
13,1385,,,,,,,,,,,,,,,,,,,,,,0.20478485524654388,0.5374870896339417,0.2640986442565918,0.053543511778116226,0.13456401228904724,0.6101716756820679,0.4691532254219055,0.37255996465682983,0.4940899908542633,0.5284426808357239,0.34873470664024353,0.5694528818130493,5.15968132019043,0.5048984289169312,0.33079537749290466,0.3467378616333008,0.569292426109314,0.6420875191688538,0.4343506395816803
13,1385,3897.078369140625,3896.884521484375,3897.094482421875,3895.26513671875,6.783212184906006,5.343496799468994,0.014687822200357914,0.015152566134929657,0.014832206070423126,0.018964597955346107,0.6628673076629639,0.7051798701286316,0.669736385345459,0.7145024538040161,0.2767370343208313,0.2799036502838135,0.2775261402130127,0.30234450101852417,,,,,,,,,,,,,,,,,,,,,,
14,1399,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
14,1449,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
14,1484,,,,,,,,,,,,,,,,,,,,,,0.26120898127555847,0.5385435819625854,0.2521243691444397,0.3437078297138214,0.13478246331214905,0.6262580156326294,0.45746657252311707,0.365993469953537,0.512964129447937,0.5246260166168213,0.3442167341709137,0.5702760815620422,5.208563804626465,0.5585410594940186,0.3725106716156006,0.3814886510372162,0.5663642287254333,0.6077733635902405,0.4638184607028961
14,1484,3897.166748046875,3896.996826171875,3897.160400390625,3895.593505859375,7.016627311706543,5.457682132720947,0.015079463832080364,0.015517538413405418,0.01516591664403677,0.01988338679075241,0.6602991223335266,0.7020722031593323,0.6665666103363037,0.7101282477378845,0.2910928726196289,0.29431092739105225,0.2916155457496643,0.31817254424095154,,,,,,,,,,,,,,,,,,,,,,
15,1499,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
15,1549,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
15,1583,,,,,,,,,,,,,,,,,,,,,,0.23130463063716888,0.5342127680778503,0.2592030167579651,0.17170266807079315,0.15161897242069244,0.5794796347618103,0.4516109228134155,0.3629055321216583,0.5186835527420044,0.5306586027145386,0.3477427363395691,0.574119508266449,5.1562347412109375,0.5416281223297119,0.3427547812461853,0.35109737515449524,0.5631004571914673,0.47740620374679565,0.5888800024986267
15,1583,3897.130126953125,3896.79296875,3897.11181640625,3894.992431640625,6.672188758850098,5.344900608062744,0.01519097201526165,0.015552419237792492,0.015296037308871746,0.019792037084698677,0.6558130979537964,0.7019413709640503,0.6621534824371338,0.7103450298309326,0.2786909341812134,0.281241774559021,0.27905771136283875,0.30375292897224426,,,,,,,,,,,,,,,,,,,,,,
16,1599,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
16,1649,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
16,1682,,,,,,,,,,,,,,,,,,,,,,0.19733284413814545,0.5421612858772278,0.25821158289909363,0.13181518018245697,0.16401396691799164,0.5977442860603333,0.45681032538414,0.3827687203884125,0.5434867143630981,0.5433133244514465,0.3571108281612396,0.5716794729232788,5.177026748657227,0.5203166007995605,0.3413572609424591,0.3454931080341339,0.5606499314308167,0.5720210671424866,0.5322046875953674
16,1682,3897.119873046875,3896.860595703125,3897.1162109375,3895.910888671875,6.637568950653076,5.301432132720947,0.014643436297774315,0.015008707530796528,0.014775170013308525,0.018991809338331223,0.6497894525527954,0.6901812553405762,0.655436098575592,0.6981188654899597,0.2784700095653534,0.2822429835796356,0.2797115743160248,0.3049815893173218,,,,,,,,,,,,,,,,,,,,,,
17,1699,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
17,1749,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
17,1781,,,,,,,,,,,,,,,,,,,,,,0.2621007263660431,0.5379036068916321,0.25763797760009766,0.3591669499874115,0.1415817141532898,0.6062104105949402,0.44631701707839966,0.37578558921813965,0.5785171985626221,0.562205970287323,0.3766314685344696,0.5662447214126587,5.207287311553955,0.5621605515480042,0.373337984085083,0.37453892827033997,0.5597938299179077,0.7338398694992065,0.5105336308479309
17,1781,3897.072998046875,3896.81787109375,3897.056396484375,3895.757568359375,6.535404205322266,5.282282829284668,0.014894038438796997,0.015183291397988796,0.015030799433588982,0.019358769059181213,0.6478750705718994,0.6899524927139282,0.6539689898490906,0.7011029720306396,0.2753479480743408,0.2792990505695343,0.27637556195259094,0.3025013208389282,,,,,,,,,,,,,,,,,,,,,,
18,1799,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
18,1849,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
18,1880,,,,,,,,,,,,,,,,,,,,,,0.16646744310855865,0.5340743064880371,0.25425130128860474,0.34316831827163696,0.13560597598552704,0.6096969246864319,0.46600914001464844,0.4017982482910156,0.5513464212417603,0.5592077970504761,0.3781155049800873,0.5703995823860168,5.1655964851379395,0.548276424407959,0.36388397216796875,0.37877827882766724,0.5601951479911804,0.8027275204658508,0.4508713185787201
18,1880,3897.066650390625,3896.9365234375,3897.098876953125,3895.36328125,5.659185886383057,5.222803115844727,0.014479563571512699,0.014887475408613682,0.014544326812028885,0.01882723718881607,0.6406515836715698,0.6844909191131592,0.6475824117660522,0.6958168745040894,0.27211305499076843,0.27566203474998474,0.27312639355659485,0.2993825078010559,,,,,,,,,,,,,,,,,,,,,,
19,1899,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
19,1949,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
19,1979,,,,,,,,,,,,,,,,,,,,,,0.17201930284500122,0.5410979390144348,0.24664385616779327,0.1963224858045578,0.1660614162683487,0.5997845530509949,0.4442872405052185,0.3488292694091797,0.542739987373352,0.5507199168205261,0.37372079491615295,0.5676289796829224,5.164799690246582,0.5164160132408142,0.33938077092170715,0.33757805824279785,0.5479592084884644,0.6609984636306763,0.4769185483455658
19,1979,3897.056884765625,3896.964599609375,3897.06494140625,3895.486083984375,5.91175651550293,5.250401973724365,0.014555882662534714,0.014816433191299438,0.01470524538308382,0.018695494160056114,0.6412794589996338,0.6817829608917236,0.646373450756073,0.692933976650238,0.2765880823135376,0.2793697714805603,0.2776438295841217,0.3034825921058655,,,,,,,,,,,,,,,,,,,,,,
20,1999,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
20,2049,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
20,2078,,,,,,,,,,,,,,,,,,,,,,0.15991316735744476,0.5382671356201172,0.24680347740650177,0.1908501237630844,0.15318140387535095,0.584382951259613,0.46052536368370056,0.3819524943828583,0.5221237540245056,0.5474116206169128,0.3720548152923584,0.5675374865531921,5.229913234710693,0.5188028216362,0.3394845128059387,0.33386561274528503,0.5629668235778809,0.5255478620529175,0.5421440601348877
20,2078,3897.044921875,3896.874267578125,3897.001953125,3895.571533203125,5.868498802185059,5.214249610900879,0.014490303583443165,0.014845508150756359,0.014672583900392056,0.018673546612262726,0.6338747143745422,0.6759278178215027,0.639454185962677,0.6850588917732239,0.27540498971939087,0.2791992425918579,0.2766760289669037,0.3019813895225525,,,,,,,,,,,,,,,,,,,,,,
21,2099,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
21,2149,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
21,2177,,,,,,,,,,,,,,,,,,,,,,0.21417486667633057,0.5375573635101318,0.2500668466091156,0.4019801914691925,0.14853227138519287,0.605847179889679,0.4487546384334564,0.3935910761356354,0.5748246312141418,0.5473074913024902,0.3724232017993927,0.5632554292678833,5.171959400177002,0.5550926923751831,0.37506306171417236,0.37183302640914917,0.5537753105163574,0.7609445452690125,0.4891984164714813
21,2177,3896.912841796875,3896.76220703125,3896.9609375,3895.333251953125,5.632591247558594,5.2093987464904785,0.01450053509324789,0.014763375744223595,0.01461674366146326,0.018880238756537437,0.633219301700592,0.6744545698165894,0.6390770673751831,0.6866721510887146,0.2750634253025055,0.27790915966033936,0.275949627161026,0.30216363072395325,,,,,,,,,,,,,,,,,,,,,,
22,2199,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
22,2249,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
22,2276,,,,,,,,,,,,,,,,,,,,,,0.21937397122383118,0.5357694625854492,0.257329523563385,0.42165595293045044,0.15825819969177246,0.5823919773101807,0.45300617814064026,0.40432828664779663,0.5822587609291077,0.553001880645752,0.37768450379371643,0.5678182244300842,5.131946086883545,0.5658501386642456,0.37901419401168823,0.37413355708122253,0.5655507445335388,0.7699511647224426,0.4920639097690582
22,2276,3897.04736328125,3896.7177734375,3896.978759765625,3895.578857421875,5.204409599304199,5.226869106292725,0.014409459196031094,0.01490391418337822,0.01459414791315794,0.01884915679693222,0.6339269876480103,0.6733736991882324,0.639443576335907,0.6849244832992554,0.2773437201976776,0.2818414866924286,0.2788732647895813,0.30265021324157715,,,,,,,,,,,,,,,,,,,,,,
23,2299,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
23,2349,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
23,2375,,,,,,,,,,,,,,,,,,,,,,0.21874988079071045,0.5377659201622009,0.24561592936515808,0.33281341195106506,0.15882593393325806,0.6088006496429443,0.4608657658100128,0.3583252727985382,0.5851138830184937,0.559967577457428,0.3850434124469757,0.5711915493011475,5.169952869415283,0.5602084398269653,0.3652203381061554,0.35317111015319824,0.5452433824539185,0.7603005170822144,0.507632851600647
23,2375,3897.09521484375,3896.761962890625,3897.048583984375,3895.517578125,5.095065593719482,5.086329460144043,0.013726676814258099,0.014043694362044334,0.013842280022799969,0.018471576273441315,0.6292003989219666,0.6721868515014648,0.6348770260810852,0.685612142086029,0.2624055743217468,0.26603761315345764,0.2639276385307312,0.28964507579803467,,,,,,,,,,,,,,,,,,,,,,
24,2399,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
24,2449,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
24,2474,,,,,,,,,,,,,,,,,,,,,,0.19768567383289337,0.5402671694755554,0.2609601318836212,0.43465346097946167,0.15503232181072235,0.6026219725608826,0.4447164535522461,0.3583222031593323,0.5241726636886597,0.5356605648994446,0.3608858287334442,0.574561595916748,5.278461456298828,0.5462987422943115,0.3742824196815491,0.38300347328186035,0.5577404499053955,0.589128851890564,0.5376469492912292
24,2474,3896.98388671875,3896.650634765625,3896.91162109375,3895.16455078125,4.656320095062256,5.098904609680176,0.013939282856881618,0.014349374920129776,0.014081458561122417,0.018296819180250168,0.6230610013008118,0.6683447957038879,0.631280779838562,0.6839616298675537,0.2656796872615814,0.26923054456710815,0.2666676342487335,0.2928822636604309,,,,,,,,,,,,,,,,,,,,,,
25,2499,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
25,2549,,,,,,,,,,,,,,,,,,,0.00012077770952600986,0.00012077770952600986,7.57532802708738e-07,,,,,,,,,,,,,,,,,,,
